Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Fire management,,Fire suppression,,Site 1 - No fire,0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11,,,,,,,,,,,,,,,,,-0.93,-8.454545455,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Fire management,,Control,,Site 1 - Annual fire (control),0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11.93,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Improved grazing methods,Fire suppression,"Site 1 - Exclosure (no dry season grazing), no fire",0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.55,,,,,,,,,,29,,,,3,11.53846154,,-0.9,-7.860262009,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Improved grazing methods,,"Site 1 - Exclosure (no dry season grazing), annual fire",0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11.02,,,,,,,,,,25,,,,1,4.166666667,,0.17,1.566820276,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Control,Fire suppression,"Site 1 - Open grazing, no fire (control)",0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11.45,,,,,,,,,,26,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Control,,"Site 1 - Open grazing, annual fire (control)",0-20,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.85,,,,,,,,,,24,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,,Improved grazing methods,,Site 1 - Exclosure (no dry season grazing),20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.9,,,,,,,,,,,,,,,,,0.55,8.661417323,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,,Control,,Site 1 - Open grazing (control),20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Fire management,,Fire suppression,,Site 1 - No fire,20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.34,,,,,,,,,,,,,,,,,-0.43,-6.35155096,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Fire management,,Control,,Site 1 - Annual fire (control),20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.77,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Improved grazing methods,Fire suppression,"Site 1 - Exclosure (no dry season grazing), no fire",20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.36,,,,,,,,,,29,,,,4,16,,0.1,1.597444089,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Improved grazing methods,,"Site 1 - Exclosure (no dry season grazing), annual fire",20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.08,,,,,,,,,,26.5,,,,-3,-10.16949153,,0.63,9.76744186,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Control,Fire suppression,"Site 1 - Open grazing, no fire (control)",20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.26,,,,,,,,,,25,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.7, 12.216667",Grazing management,Fire management,Control,,"Site 1 - Open grazing, annual fire (control)",20-50,837,36,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,837,36,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.45,,,,,,,,,,29.5,,,,,,,,,,,,,42.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,,Improved grazing methods,,Site 2 - Exclosure (no dry season grazing),0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.89,,,,,,,,,,,,,,,,,-1.31,-11.8018018,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,,Control,,Site 2 - Open grazing (control),0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Fire management,,Fire suppression,,Site 2 - No fire,0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11.1,,,,,,,,,,,,,,,,,-0.67,-5.692438403,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Fire management,,Control,,Site 2 - Annual fire (control),0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11.77,,,,,,,,,,,,,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Improved grazing methods,Fire suppression,"Site 2 - Exclosure (no dry season grazing), no fire",0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,11.5,,,,,,,,,,,,21,,1,5,,0.81,7.57717493,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Improved grazing methods,,"Site 2 - Exclosure (no dry season grazing), annual fire",0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.59,,,,,,,,,,,,20,,1,5.263157895,,-2.36,-18.22393822,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Control,Fire suppression,"Site 2 - Open grazing, no fire (control)",0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,10.69,,,,,,,,,,,,20,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Control,,"Site 2 - Open grazing, annual fire (control)",0-20,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,0-20,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,12.95,,,,,,,,,,,,19,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,,Improved grazing methods,,Site 2 - Exclosure (no dry season grazing),20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.74,,,,,,,,,,,,,,,,,0.24,3.418803419,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,,Control,,Site 2 - Open grazing (control),20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Fire management,,Fire suppression,,Site 2 - No fire,20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.02,,,,,,,,,,,,,,,,,-0.9,-12.03208556,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Fire management,,Control,,Site 2 - Annual fire (control),20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.92,,,,,,,,,,,,,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Improved grazing methods,Fire suppression,"Site 2 - Exclosure (no dry season grazing), no fire",20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.48,,,,,,,,,,,,21,,8,61.53846154,,0.92,14.02439024,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Improved grazing methods,,"Site 2 - Exclosure (no dry season grazing), annual fire",20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.88,,,,,,,,,,,,18,,4,28.57142857,,-0.09,-1.12923463,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Control,Fire suppression,"Site 2 - Open grazing, no fire (control)",20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,6.56,,,,,,,,,,,,13,,,,,,,,,,,67.5,,,,,Jasper,,,0
No changes in soil organic carbon and nitrogen following long-term prescribed burning and livestock exclusion in the Sudan-savanna woodlands of Burkina Faso,Burkina Faso,2021,"-2.833333, 11.666667",Grazing management,Fire management,Control,,"Site 2 - Open grazing, annual fire (control)",20-50,916,21,,,,,5,72,2500,01-12-1992,01-12-2011,228,,20-50,916,21,,,,,5.00,72,2500,01-12-1992,01-12-2011,228,,,,7.97,,,,,,,,,,,,14,,,,,,,,,,,67.5,,,,,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire inducement,,Late dry season annual fire no canopy ,0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,5.8,,,,,,,,,,,,4.55,,-0.01,-0.2192982456,,0,0,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire inducement,,Late dry season triennial fire no canopy (control),0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,6,,,,,,,,,,,,4.85,,,,,,,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire inducement,,Wet season triennial fire no canopy (control),0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,5.6,,,,,,,,,,,,4.27,,,,,,,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire suppression,,Fire exclusion no canopy,0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,5.8,,,,,,,,,,,,4.57,,0.01,0.22,,0,0,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire inducement,,Late dry season annual fire under canopy ,0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,10,,,,,,,,,,,,7.83,,-0.48,-5.776173285,,-0.6,-5.660377358,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire inducement,,Late dry season triennial fire under canopy (control),0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,10.8,,,,,,,,,,,,8.54,,,,,,,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire inducement,,Wet season triennial fire under canopy (control),0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,10.2,,,,,,,,,,,,8.07,,,,,,,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Frequent fire affects soil nitrogen and carbon in an African savanna by changing woody cover,South Africa,2010,"31.2, -25.1",Fire management,,Fire suppression,,Fire exclusion under canopy,0-7,744,21.9,,,,,5,160,,1954,2008,648,,0-7,744,21.9,,,,,5.00,160,,1954,2008,648,,,,12.5,,,,,,,,,,,,11,,2.69,32.37063779,,1.9,17.9245283,,,,Sandy red loam soils,,,,,Good,Jasper,,,0
Grazing management and carbon sequestration in the Dry Lowland Rangelands of Southern Ethiopia,Ethiopia,2022,"39, 5",Grazing management,,Control,,Free grazing (control) - site 1,0-30,560,,,,,1600,5,94,900,1990,2020,360,,0-30,560,,,,,1600,5.00,94,900,1990,2020,360,,,,,,,,,,,,,,,,43.865,1.955,,,,,,,,,,,,,,Good,Jasper,,,0
Grazing management and carbon sequestration in the Dry Lowland Rangelands of Southern Ethiopia,Ethiopia,2022,"39, 5",Grazing management,,Decrease in grazing intensity,,"Managed grazing (enclosures, ranches etc) - site 1",0-30,560,,,,,1600,5,94,900,1990,2020,360,,0-30,560,,,,,1600,5.00,94,900,1990,2020,360,,,,,,,,,,,,,,,,53.637,1.925,9.772,22.28,,,,,,,,,,,,Good,Jasper,,,0
Grazing management and carbon sequestration in the Dry Lowland Rangelands of Southern Ethiopia,Ethiopia,2022,"39, 5",Grazing management,,Control,,Free grazing (control) - site 2,0-30,700,,,,,1500,5,100,900,1990,2020,360,,0-30,700,,,,,1500,5.00,100,900,1990,2020,360,,,,,,,,,,,,,,,,42.99,2.57,,,,,,,,,,,,,,Good,Jasper,,,0
Grazing management and carbon sequestration in the Dry Lowland Rangelands of Southern Ethiopia,Ethiopia,2022,"39, 5",Grazing management,,Decrease in grazing intensity,,"Managed grazing (enclosures, ranches etc) - site 2",0-30,700,,,,,1500,5,100,900,1990,2020,360,,0-30,700,,,,,1500,5.00,100,900,1990,2020,360,,,,,,,,,,,,,,,,52.535,1.755,9.545,22.2,,,,,,,,,,,,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Exclosure ,,Enclosure (only grazing in dry season) > 30 years,0-5,567,24,,,,1250,90,3,900,,Jun-13,360-444,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",0-5,567,24,,,,1250,90.00,3,900,,Jun-13,360-444,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,17,2,,,,,,,1.2,0.2,,,9.7,1.6,0.3,3.19,,2,13.33,,,,dark vertisols,46.9,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Exclosure ,,Enclosure (only grazing in dry season) > 30 years,5-15,567,24,,,,1250,90,3,900,,Jun-13,360-444,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",5-15,567,24,,,,1250,90.00,3,900,,Jun-13,360-444,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,16,1,,,,,,,1.1,0.1,,,16.9,1.6,1.2,7.64,,2,14.29,,,,dark vertisols,44.9,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Exclosure ,,Enclosure (only grazing in dry season) > 30 years,15-30,567,24,,,,1250,90,3,900,,Jun-13,360-444,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",15-30,567,24,,,,1250,90.00,3,900,,Jun-13,360-444,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,14,1,,,,,,,1.3,0.1,,,24.3,2,1.4,6.11,,2,16.67,,,,dark vertisols,42.9,domestic,,Cattle,Good,Jasper,,,0
"Effects of enclosure management on carbon sequestration, soil properties and vegetation attributes in East African rangelands",Ethiopia,2017,"38.3336, 4.7886",Restoration & Rewilding,,Control,,Adjacent >30 yr enclosure open grazing (control),0-5,567,24,,,,1250,90,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",0-5,567,24,,,,1250,90.00,3,900,,Jun-13,control,"Sand (%), silt (%), Clay (%), BD (cm-3), pH, CEC, AvP, TN, C:N ratio, SOC stock, SOC content, TN stock",,,15,2,,,,,,,1.3,0.2,,,9.4,1.5,,,,,,,,,dark vertisols,45.5,domestic,,Cattle,Good,Jasper,,,0
